"","twitter_ids"
"1","1135976104718716930"
"2","1107578329517965314"
"3","1107541336717172737"
"4","1103219992772993024"
"5","1101859954187796480"
"6","1087084983251030018"
"7","1085633061386096640"
"8","1085465411242602498"
"9","1070782973006569472"
"10","1064433558104752129"
"11","1063542842767917058"
"12","1062272058766385152"
"13","1062271963496939520"
"14","1060578695801376770"
"15","1060578405287108609"
"16","1058465709628514304"
"17","1058465032428646402"
"18","1054653363986595840"
"19","1054116576427950080"
"20","1051050264436838400"
"21","1050375363971481601"
"22","1029404506159828992"
"23","1028003007017967617"
"24","1027170579768651778"
"25","1018193283074453505"
"26","1017899680762662913"
"27","1017765088000954369"
"28","1016653279709880320"
"29","1006982321088720896"
"30","999230585628512256"
"31","998196729890656256"
"32","996498210465222657"
"33","995426803987730432"
"34","994662549420421120"
"35","993984672756531200"
"36","990311504133189632"
"37","989434265208344576"
"38","986530536779902976"
"39","976031772851961856"
"40","976029494871035904"
"41","975834010877349888"
"42","975795198310649856"
"43","975777518249705473"
"44","974982358943371264"
"45","974780778155532288"
"46","974721733121970176"
"47","974697018324111365"
"48","974684452214452224"
"49","974674349843197957"
"50","974674335846883333"
"51","974252458733076482"
"52","973917918089089025"
"53","973187082301648896"
"54","972966377979088896"
"55","972965773642731522"
"56","972965588510347265"
"57","972872736988172288"
"58","972834060925046784"
"59","972597682672996354"
"60","972480549561520128"
"61","972480481139806208"
"62","966746774307262464"
"63","939490129990864897"
"64","935832445743755264"
"65","935050350012354560"
"66","935048050061578240"
"67","935045818226274304"
"68","935044279940145153"
"69","923507451814608896"
"70","918409146470486016"
"71","918374580821086210"
"72","917748227826438145"
"73","1166830017688625152"
"74","1164998196998918148"
"75","1164998185296781312"
"76","1157954225336463360"
"77","1233431377728720896"
"78","1230380875705208832"
"79","1230219538760896514"
"80","1230166426004213760"
"81","1227345939620298760"
"82","1254721904688144384"
"83","1247517197989081089"
"84","1265213617739386880"
"85","1263943223619268610"
"86","1282220759352582146"
"87","1278328790373011456"
"88","1277610099150925824"
"89","1298736466600787968"
"90","1296442575533019136"
"91","1293913169501384706"
"92","1293904808630292483"
"93","1293904777626046466"
"94","1293632234717696007"
"95","1311201135961821186"
"96","1309778429278027776"
"97","1309777913017966594"
"98","1304114562283823104"
"99","1304114261057245185"
"100","1303605918383382528"
"101","1300749794734899200"
"102","1300516862938296329"
"103","1300490421282447367"
"104","1321530474515304448"
"105","1321529841125117952"
"106","1321529468456964096"
"107","1321183064157020165"
"108","1317417964384231425"
"109","1313457937176842241"
"110","1313457853848526855"
"111","1313414125851213824"
"112","1313402074663616514"
"113","1313394264550895617"
"114","1313393239228063745"
"115","1313039557651243010"
"116","1332357894768107520"
"117","1329841323277430784"
"118","1325141269463650306"
"119","1324657219976286210"
"120","1324503835688271872"
"121","1321886378381185028"
"122","1321886210911068167"
"123","1337426781918408710"
"124","1334473064613093376"
"125","1359826195228094464"
"126","1359826126026256384"
"127","1359821568499662850"
"128","1359570980453167105"
"129","1359245638605688837"
"130","1359245247964938245"
"131","1359213302174396417"
"132","1359166654454910982"
"133","1359074799646040064"
"134","1358910022244331522"
"135","1356678650263986183"
"136","1355175940561772546"
"137","1354502130703474689"
"138","1354477670399160323"
"139","1354473778860929029"
"140","1354473619011870722"
"141","1353678149075292161"
"142","1353674805380321285"
"143","1353674275014766592"
"144","1353612375593783296"
"145","1353612166335778818"
"146","1353484046169468930"
"147","1353463047646375942"
"148","1353460088774787073"
"149","1352596710070120448"
"150","1352587869915930626"
"151","1352587788336693248"
"152","1352584111467200513"
"153","1352581593903333376"
"154","1352266300312182785"
"155","1352265710605643777"
"156","1352217608964235264"
"157","1352217508812632070"
"158","1352196689633939456"
"159","1351976748225875969"
"160","1351967741054496771"
"161","1351962673009860613"
"162","1351961444007469056"
"163","1351956126213021700"
"164","1351901009140965377"
"165","1351900351692222466"
"166","1351899816087986177"
"167","1351897019238010882"
"168","1351893643762806785"
"169","1351877769106485249"
"170","1351877020167368709"
"171","1349056079246872576"
"172","1346951655468707840"
"173","1346858293902389249"
"174","1369230832976691201"
"175","1369224164708675586"
"176","1369222666390036480"
"177","1369222582529110019"
"178","1369221479913644037"
"179","1369216037636423680"
"180","1369037504259776522"
"181","1366828575748481033"
"182","1366828393354981379"
"183","1366734829757345792"
"184","1366715392836648960"
"185","1366714585928110084"
"186","1366679656976572417"
"187","1366649707515142144"
"188","1366644384771563522"
"189","1366491341191004164"
"190","1366415847904927747"
"191","1366390484688633860"
"192","1366128305506840583"
"193","1364623287960166402"
"194","1361707032534016001"
"195","1361229748047908865"
"196","1361229461237215233"
"197","1359866120551989250"
"198","1359865951391514627"
"199","1384215567985373184"
"200","1382984356348755972"
"201","1381487686926622721"
"202","1380657681615179780"
"203","1380160312041672706"
"204","1379473826044600329"
"205","1379473090233655298"
"206","1379472880052883464"
"207","1372682215134482438"
"208","1372119084851154944"
"209","1371447555318484993"
"210","1371196774908637186"
"211","1371009681485881349"
"212","1370271489992359937"
"213","1370077539624976387"
"214","1390414610868617218"
"215","1390414561233285120"
"216","1390369076841697281"
"217","1390350276935159815"
"218","1390350175378550787"
"219","1390349968850960387"
"220","1390250209914073090"
"221","1390249799388180484"
"222","1386792483082878980"
"223","1386738680333750272"
"224","1384752851122065411"
"225","1407728023646912516"
"226","1399426398331322374"
"227","1399426169628467203"
"228","1399405501981601795"
"229","1399404778979999749"
"230","1396456568292585477"
"231","1395466437838479367"
"232","1394738682922475523"
"233","1394736777299173383"
"234","1394734057196605444"
"235","1393654767134588932"
"236","1393653492053577729"
"237","1393519451459497986"
"238","1392513452095193096"
"239","1420437539731738624"
"240","1420420094182756352"
"241","1420418276581154817"
"242","1418651003939921930"
"243","1418650943512535043"
"244","1418647010140463106"
"245","1418646936656257030"
"246","1418646203844157440"
"247","1418646139243581443"
"248","1418638277079404548"
"249","1418638219386703873"
"250","1418624854383894532"
"251","1418597784127746049"
"252","1418507541261193220"
"253","1418391514581979136"
"254","1418311356114145287"
"255","1418311309129617409"
"256","1418262904898527239"
"257","1418262760345964550"
"258","1418262470930665479"
"259","1418238760983085058"
"260","1418238685309509634"
"261","1418238353884028928"
"262","1418238056142807045"
"263","1418238013595955200"
"264","1418237054434021380"
"265","1418237007667597318"
"266","1418236987874623490"
"267","1418176435731189766"
"268","1418116663522873345"
"269","1417846291648892932"
"270","1417770417410949121"
"271","1417770326864322560"
"272","1417591057659748352"
"273","1417199345724755968"
"274","1417147049158512644"
"275","1417102589859147776"
"276","1417102487505489924"
"277","1417102429934469120"
"278","1417102331817177090"
"279","1416810823922683911"
"280","1416810800870830081"
"281","1416810391435464704"
"282","1416736119518076931"
"283","1416690915889008644"
"284","1416685552296935425"
